reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
gp:AOqpTOGoEGVgd7rWGPg6qeqDzTH-hPpUvS0L3GaUQHZbpBH1elmiwUtZMRc10xMnF_QL7DmsFhB3us01xLBQX2I,jallo kadir,https://play-lh.googleusercontent.com/a/AATXAJycL9FGRnH9DVJtMBQEmuc9Uy0yH0jjTYXxSPiE=mo,"Mohon petunjuk, untuk mengaktifkan Scan QR ( barcode) tidak bisa, selalu meminta NIK, setelah mengisi meminta no HP untuk kode verifikasi(6 digit) kode verifikasi itu yang tidak pernah ada.mhon bantuan.",2,2,4.0.5,2021-11-29 08:42:03,"Halo jallo kadir,
Kami mohon maaf atas ketidaknyamanan Anda.
Kami akan terus berupaya memberikan informasi seakurat mungkin, serta senantiasa memperbaiki performansi aplikasi ini agar lebih mudah digunakan dan kami sangat menghargai kesabaran Anda dalam menunggu perbaikan yang dirilis selanjutnya.
Stay Healthy
",2021-11-29 14:54:29,most_relevant,com.telkom.tracencare
gp:AOqpTOGEOOdiuzYOCmWE69Qtx10oj7HtEd5IWQpYHHvWlWSnJH69y4HBCHvOaYwi-QpZ59wJSyXcga6-c867WOQ,Nur Intan Kurniawati,https://play-lh.googleusercontent.com/a-/AOh14Gi-uQIJZCOPr_OTH6sTT493jcn97VkG01RPdonXYg,"Saya sudah vaksin ke-2 tetapi status di pedulilindungi masih KUNING, padahal sertifikat vaksin kedua sudah ada, hanya saja data tempatnya salah. Untuk memperbaikinya, saya harus hubungi siapa???? Pdhl vaksin ke-2 nya sudah lebih dari 1 bulan lalu",2,74,4.0.5,2021-11-27 19:17:01,"Halo Nur Intan Kurniawati,

Kami mohon maaf atas ketidaknyamanan yang Anda alami dalam menggunakan aplikasi PeduliLindungi.
Sebagai informasi, saat ini sedang terjadi gangguan pada sistem kami. Dimohon kesabarannya untuk menunggu dan melakukan pengecekan secara berkala.

Terima kasih.

Stay Healthy",2021-11-24 14:58:41,most_relevant,com.telkom.tracencare
gp:AOqpTOHCTgWU_OIfzrBZqYlQsdbjQ3RgKq8lZWJ-ajYtGKCo4qb2q6VM8frmKqZzymviCIEj59AC3vMbU_n7huk,Doso Muko,https://play-lh.googleusercontent.com/a/AATXAJzYECJjfsdIwTqSyEhOiAU3QumXHmoNwvHez7w5=mo,"Apk gk jelas, saya dan istriku sdh vaksin 2 saya cek cek sertivikat nya, kok data dan tgl vaksinnya salah terus, padahal SDH sesuai di kartu vaksin nya,,,,, bukanya mlh memudahkan mlh bikin pusing... sertivikat blm tersedia, padahal data yg aku masukan SDH sesuai di surat vaksinasi, SDH aku coba jg melalui WA, to hasilnya jg sama, ato jangan² yg keliru petugas yg memasukan data di waktu melakukan vaksin, ato Kemenkes yg slh mengimput, yg jelas data yg aku masukan SDH sesuai KTP & KARTU VAKSI",2,1,4.0.5,2021-11-26 12:56:15,"Halo Doso,

Mohon maaf atas ketidaknyamanan Anda.
Untuk pengecekan sertifikat dapat melalui https://www.pedulilindungi.id/, login lalu pilih menu 'Cek Sertifikat di sini' (paling atas) lalu isi data yang diminta, lalu cek/unduh sertifikat Anda.
Jika terkendala hubungi 119 ext. 9 atau email ke sertifikat@pedulilindungi.id. Stay Healthy",2021-11-09 10:19:25,most_relevant,com.telkom.tracencare
gp:AOqpTOH6-Etf72TS9qrmOI6rNdPMqRfbmXhM8wvliq-w5-uxsl8LFlTEzc8ARn5zfTZVWuXcohGjAc0eIvAjGPI,Ayu Puspito A,https://play-lh.googleusercontent.com/a-/AOh14Gisw2pp8Thn0TR1SBs8rodRgni4YGhzSzqdBUao,"Setelah vaksin satu sertifikat vaksin sudah keluar tapi kenapa status di peduli lindunginya tidak berubah, masih tetap merah ya?",2,0,4.0.5,2021-12-01 04:57:20,"Halo Ayu,
Mohon maaf atas ketidaknyamanannya. Harap lengkapi data diri Anda di profil akun. Jika sudah divaksin, pastikan status Anda tercantum 'sudah vaksin' di menu 'Status vaksin & Tes Covid-19' dan hasil tes Covid-19 terakhir Anda negatif serta tidak kontak erat dengan individu yang sedang positif Covid-19. Jika terkendala, hubungi 119 ext. 9",2021-11-30 20:52:20,most_relevant,com.telkom.tracencare
gp:AOqpTOHAkZgR3QP7VV-utdoS7A98k9VI4-ul5HRaUQPQEfF5VhEoSn-cjv3gpPbULyIdZpRcJn8TBfwGQBOLqVE,Ikent Adiel,https://play-lh.googleusercontent.com/a-/AOh14GipcnZKJ-k1qc8rD548GYrdXoIIiKo0BqLl4NCtEA,"Belum terasa mantaat fiture nya. QR code error.... Sampai sekarang....28 nov 21. Kan gampang palsuin sertifikat. Edit saja nama, nik, dan tanggal lahir....dan crop qr code. Yg masalah....di aplikasi ini ada scan qr code. Tapi saya test scan qr code saya sendiri yg sudah saya print..(asli)....sampai sekarang masih ga fungsi untuk lihat keaslian kartu vaksin.... Apa kerja kalian pak ?",2,169,4.0.5,2021-11-28 10:23:43,"Halo,

Kami mohon maaf atas ketidaknyamanan Anda.
Jika menemukan kendala/saran terkait aplikasi Kami, silakan screenshot/capture lalu laporkan ke email pedulilindungi@kominfo.go.id
Kami terus berupaya untuk memperbaiki performansi aplikasi ini agar lebih mudah digunakan.

Terima kasih

Stay Healthy",2021-09-03 09:19:34,most_relevant,com.telkom.tracencare
gp:AOqpTOGIFhgnIbWMBOk8DKGryt9FOzSOazYNUl_sQCDJodFDNZROGKSxTQnYVBTzX_cKtJ5bPe6uk5jeQPnycsk,Tri Pracoyo,https://play-lh.googleusercontent.com/a/AATXAJzdrln49rfyKGtXESooVos4TxTiVqTcwCAYLqUI=mo,Saya sudah melakukan vaksin ke 2 hampir 1 bulan yang lalu. Tapi sertifikat vaksin 2 belum muncul. Saya telfon kontak darurat harus ke wa. Tapi di wa tidak muncul menu aduan sertifikat blm muncul.,2,0,4.0.5,2021-11-26 07:05:36,"Halo Tri Pracoyo,

Kami mohon maaf atas ketidaknyamanan Anda.
Jika Anda sudah melakukan vaksin namun data di aplikasi PeduliLindungi belum ter-update alternatif pengecekan dapat melalui pedulilindungi.id.
Jika masih terdapat kendala silakan hubungi 119 ext. 9.

Terima kasih

Stay healthy
",2021-11-26 17:46:08,most_relevant,com.telkom.tracencare
gp:AOqpTOHudR_LaDLoT2tyiwrvnzrDyyPmZ2qVpaMebxk4fhYfBDVd7hIo5A-40W9TNGowPVX7Q4zDOwlOqc3W8p0,Marihot simatupang,https://play-lh.googleusercontent.com/a/AATXAJwUopdlKSmpAySlQhx2UEdj82BMj4bXlT2C-rsW=mo,"Kebanyakan bug aplikasi nya, saya sudah vaksin dosis pertama dan sertifikat di dalam aplikasi sudah ada tapi masih warna merah waktu cek status vaksinasi,tolong dimaksimalkan kinerja aplikasi nya.",2,0,4.0.5,2021-11-29 07:21:06,"Halo Kak,
Mohon maaf atas ketidaknyamanannya. Harap lengkapi data diri Anda di profil akun. Jika sudah divaksin, pastikan status Anda tercantum 'sudah vaksin' di menu 'Status vaksin & Tes Covid-19' dan hasil tes Covid-19 terakhir Anda negatif serta tidak kontak erat dengan individu yang sedang positif Covid-19. Jika terkendala, hubungi 119 ext. 9",2021-11-29 14:11:59,most_relevant,com.telkom.tracencare
gp:AOqpTOG2bpj_nmbDVkIl7TUiuTwqb_7ccC0ZNuOPhBFxomTi7Uu5fWftBI8MnDAalbN8eXPq5YdVy5Fvj5pjBLg,mb. titi,https://play-lh.googleusercontent.com/a-/AOh14Gi_SGXJva4dtgEwee5HihKmyh5pgkubVM5PcWIa,Sertifikat ga muncul. Udh bener juga datanya.. Ntah lah.. Knp susah bgt pdhl udh 2x vaksin.. Baca ulasan trnyata banyak yg sama.. Ya sudahlah.. Yg penting punya kartu vaksin 2x.,2,0,4.0.5,2021-11-27 08:19:24,"Halo Titi,
Mohon maaf atas ketidaknyamanan Anda.
Harap pastikan Anda sudah melakukan registrasi dan melengkapi profil Anda. Jika sudah, sertifikat vaksin dapat di cek pada menu 'Sertifikat Vaksin' di halaman utama aplikasi.
Jika terkendala silakan hubungi pelayanan vaksinasi 119 ext. 9 atau email ke sertifikat@pedulilindungi.id. Terimakasih",2021-11-29 14:41:51,most_relevant,com.telkom.tracencare
gp:AOqpTOGFKc2aYb8OsO4p9RH14M6R1obBDDwL0o6TN5ABQXCTX0cv8u-N5FSRUUhbf9nc0XNxluJIdgYLMp45BZI,"SOFYAN BAZERGAN,SAP",https://play-lh.googleusercontent.com/a-/AOh14GgaQAwFp4o9ncSHIH_7oO55MPD97BL_Fi8WwmwEwWA,"Saya naik kan bintang dari bintang satu ke bintang dua.karena sekarang saya bisa menambah kan NIK keluarga saya dalam aplikasi peduli lindungu, tapi sayang penambahan tersebut tidak sifat nya permanen, apa bilang NIK tersebut di bukan di hp lain makan penambahan di aplikasi tersebut ilang.coba di buat permanen dan juga bisa di hapus.manfaat 1 aplikasi bisa banyak NIK atau di pakai keluarga saat berpergian di mall atau tempat rekreasi atau acara, cukup salah seorang aja",2,3,4.0.5,2021-11-25 02:49:17,"Halo Kak,

Kami mohon maaf atas ketidaknyamanan Anda.
Jika menemukan saran terkait aplikasi PeduliLindungi, silakan laporkan melalui email pedulilindungi@kominfo.go.id
Kami terus berupaya untuk meningkatkan performansi agar lebih mudah digunakan.

Terima kasih

Stay Healthy
",2021-11-08 17:40:41,most_relevant,com.telkom.tracencare
gp:AOqpTOGLFOCgb-M4d77MGv9oAqVeMUuEpr20fQ8q2rzgfU7nJu73ecaXXUl2UlGz4aTiHivERpLO1VKdO6X4v6k,Jendra Gentas123,https://play-lh.googleusercontent.com/a/AATXAJyeQcOgRnZp7dDeI3G5XTgRnrkNp6Skqx07KGc4=mo,"Ini kenapa tidak bisa masuk ya?... padahal saya sudah menyutujui nya knp tidak bisa masuk knp ada tulisan""user not found""saya minta tolong di perbaiki lagi dong.... ""Saya benar benar sangat kecewa dengan aplikasi ini""",2,0,4.0.5,2021-11-27 10:30:10,"Halo Jendra,

Mohon maaf atas ketidaknyamanannya.
Mohon pastikan sebelumnya Anda telah melakukan registrasi akun sebelum melakukan login. Registrasi akun dapat dilakukan melalui aplikasi maupun website pedulilindungi.id. Jika masih terkendala, kirimkan email disertai tangkapan layar kendala Anda ke pedulilindungi@kominfo.go.id .

Terima kasih",2021-11-29 11:51:46,most_relevant,com.telkom.tracencare
gp:AOqpTOFd2vA7oA87ewMw_siiqg-BriPLcGKBrRd7IlytxMkhr-48_P0UiijxwFQG4UdgwxN86jWCXZizh3gR1IQ,Andini Febrianti,https://play-lh.googleusercontent.com/a-/AOh14GgXHzHDTWRzdIx-rtNuutjs4mULd1PbtxX7nwA-,"Kenapa aplikasi peduli lindungi nggak bisa dipakai 1 orang lebih, kan ada orang yang nggak punya HP ya kasihan, seharusnya bisa dipakai 1 orang lebih, kalau begini 1 HP untuk 1 orang aja, aku aja 1 keluarga ada 4 orang yang punya HP android cuma aku dan adikku",2,0,4.0.5,2021-11-26 18:34:20,"Halo Andini Febrianti,

Terkait pertanyaan Anda, kami sarankan agar 1 aplikasi dan perangkat digunakan oleh 1 individu untuk mempermudah mobilitas. Jika terdapat pertanyaan lebih lanjut, Anda dapat menghubungi kami melalui email di pedulilindungi@kominfo.go.id.

Terima kasih",2021-11-26 20:22:19,most_relevant,com.telkom.tracencare
gp:AOqpTOGUNS7qOq30CbPfYQibai8eXZdssPdB5f-fVKZbAafjv95fGI4OccPVhtio_8kgYoxsxSVLBT6HBiqRXac,yogiku channel,https://play-lh.googleusercontent.com/a-/AOh14GgfZfO05ernkEFjcgdxy5KU4VCl_-qHbHc3zf4z,"Sedikit saran untuk yang buat aplikasi ini, untuk pengisian data tanggal lahir itu agar bisa diketik saja,agar mudah di ubah,sekarang masih di geser,kebayang gak dari 2021 kita geser ke 1997 kan pegel tangan.jangan bego",2,0,4.0.5,2021-11-27 20:13:34,"Halo yogiku,
Mohon maaf atas ketidaknyamanan Anda.
Pegisian tanggal lahir dapat dilakukan dengan mengetuk 'Tahun' lalu scroll untuk memilih tahun kelahiran Anda, 'Bulan', serta 'Tanggal' lalu simpan. Jika masih terkendala, kirimkan screenshot/capture ke email pedulilindungi@kominfo.go.id
Terima kasih
Stay healthy
",2021-11-29 13:34:29,most_relevant,com.telkom.tracencare
gp:AOqpTOHBURz4fjmk0-5-Fla3r-mi8Rj_6KHd9l-_lvBXxGjelujfQSalJj96J01cm5It4ijBAvd3OlqgRq_ZtXM,Adikodrati Asisi Constantino,https://play-lh.googleusercontent.com/a/AATXAJyL0zw-T1rhfOF3I-RHlQFkCi5efOd81vPbY5rE=mo,"mohon maaf sebelumnya, ini aplikasi nya kebanyakan bug, masa sertifikat vaksin tidak keluar, terus gitu udah vaksin malah belum vaksin.LAH PIYE IKI? minta di perbaikin ini aplikasinya",2,0,4.0.5,2021-11-28 20:13:55,"Halo Kak, Mohon maaf atas ketidaknyamanan Anda. Harap pastikan Anda sudah melakukan registrasi dan melengkapi profil Anda. Jika sudah, sertifikat vaksin dapat di cek pada menu 'Sertifikat Vaksin' di halaman utama aplikasi. Jika terkendala silakan hubungi pelayanan vaksinasi 119 ext. 9 atau email ke sertifikat@pedulilindungi.id. Terimakasih",2021-11-29 14:10:36,most_relevant,com.telkom.tracencare
gp:AOqpTOFAt4in_GKVUqrcSeTH5X1k4csONMZmyyHr1k9Fxsp8uoApqA508URmffexuEcTILddVjarwNaJAUTMIlQ,riezhal wijayanto,https://play-lh.googleusercontent.com/a/AATXAJw0-j5GqLR_z_6_nXsgX4nPmgdPoiM5PLhj6eLW=mo,"Aplikasi buruk..harus ulang untuk cek atau masuk,blom lg aplikasi selalu nutup sendiri,mohon diperbaiki untuk kepentingan bersama,masak punya negara kalah ama aplikasi yg ecek2",2,0,4.0.5,2021-11-28 11:47:45,"Halo Kak,

Sebelumnya kami mohon maaf atas ketidaknyamanan Anda dalam menggunakan aplikasi PeduliLindungi.
Terkait permasalahan yang berkaitan dengan aplikasi, Anda dapat menghubungi kami melalui email pedulilindungi@kominfo.go.id.

Mohon lampirkan juga capture/screenshot dari kendala yang Anda temukan.

Terima kasih.

Stay Healthy
",2021-11-29 08:26:13,most_relevant,com.telkom.tracencare
gp:AOqpTOG0ha9y4Pd6t7-omu3r0J3XHyHds8Q17oE-pd6HTnEeCouQ_ucLwIIROwsrJvtEhsFVuyCzFow_U8Cyc_U,Andycool Crypto,https://play-lh.googleusercontent.com/a-/AOh14GizpCSKt_sao2yPD4vafGKIWy0F1qy9vZ7ZZj9T,Tolong dong nih yg input yg bener.... Nik ku bener. Dah vaksin ke dua. Koq cek nama . Malah tidak valid... Nama ku keren². Malah jadi nama WAHYUDI..,2,1,4.0.5,2021-11-25 20:23:52,"Halo Andycool Crypto,
Terkait pengubahan data, Anda dapat menginformasikan identitas nama, NIK, nomor HP, tiket vaksin & swafoto (tanpa masker) memegang KTP ke email sertifikat@pedulilindungi.id atau hubungi 119 ext. 9
Pengubahan data diri juga dapat dilakukan pada meja 1 sebelum vaksinasi di Faskes yang Anda kunjungi.
Terima kasih
Stay Healthy
",2021-11-26 10:21:11,most_relevant,com.telkom.tracencare
gp:AOqpTOEIhgbcwmMp3VzIwRPHMKA1Y6xvXAN1dPWiwo9OeZCuV2iLV1G4aNokGOvhTg95KE0UHPUzr2V1r2WP2WY,Vivo Y20SG,https://play-lh.googleusercontent.com/a/AATXAJwV_pcl4vVhCz7XS1dtL2BPmQYHja13UKvDBILc=mo,"Ud di afdetpun gak bisa di pki utk, bk utk satu keluarga gimana ini solusinya, anak saya 2,tdk terdeteksi, cuman ada ket: sdh vaksin pertama, sertivikatnya gak ada",2,0,4.0.5,2021-11-29 16:37:33,"Halo Kakak,

Mohon maaf atas ketidaknyamanan Anda.
Untuk pengecekan sertifikat dapat melalui https://www.pedulilindungi.id/, login lalu pilih menu 'Cek Sertifikat di sini' (paling atas) lalu isi data yang diminta, lalu cek/unduh sertifikat Anda.
Jika terkendala hubungi 119 ext. 9 atau email ke sertifikat@pedulilindungi.id. Stay Healthy",2021-11-30 09:43:54,most_relevant,com.telkom.tracencare
gp:AOqpTOE9OGuuu4nR8asHq6n2G32dhDQJVmhnr7UIyLWOeOLCl_yVuPAoyHag9UpNVOEMkFj-6zhl6iZp5hKkI6k,Sarta Vivo,https://play-lh.googleusercontent.com/a/AATXAJzxViTt6xnIdou7tx2uIq32iy3gV3G_0_d_cogm=mo,Saya mau tanya nih sayakan dh paksin1.2 tapi waktu daptar saya dan isteri saya satu no hp puya saya di cek ga bisa atau ga muncul tapi punya isteri saya bisa mohon bantuannya para kawan attau para dinas yang berkaitan ini,2,0,4.0.5,2021-11-30 21:35:49,"Halo Sarta,

Terkait kendala Anda, mohon menginformasikan data berupa identitas nama, NIK, tanggal lahir, no HP, alamat, selfie beserta KTP (tanpa masker), dan kartu vaksin ke email sertifikat@pedulilindungi.id atau hubungi 119 ext. 9

Terimakasih
Stay Healthy",2021-12-01 10:04:21,most_relevant,com.telkom.tracencare
gp:AOqpTOF7BlPb6sE0t91TBG3KJ_iBAtDcUB5T695x9UvIfaNJI11crfS5xlxfEaDT4ShoNtQHBzIeV1bXEXrLveE,Ahmad Dhee,https://play-lh.googleusercontent.com/a/AATXAJzGtg3mo1-cDeebfsvaUkRLBrdIeR83zaxYIbrZ=mo,Harus diperbaiki... Ngisi tanggal lahir masa yang ditampilkan tanggal hari ini juga... Kalau umur 100 tahun apa iya klik sampe 100 thn ke belakang..sampe berapa hari ngisi tnggal lahir doang... Seharusnya ketik keyboard yang ditampilkan,2,0,4.0.5,2021-11-28 09:09:39,"Halo,

Mohon maaf atas ketidaknyamanan Anda.
Pengisian tanggal lahir dapat dilakukan dengan mengetuk 'Tahun' lalu scroll untuk memilih tahun kelahiran Anda, 'Bulan', serta 'Tanggal' lalu simpan. Jika masih terkendala, sebagai alternatif Anda dapat mengisi data diri melalui website pedulilindungi.id.

Terima kasih.

Stay healthy",2021-11-29 09:38:31,most_relevant,com.telkom.tracencare
gp:AOqpTOGj1M81rjJvVKZrWbxUF22p3dchQiUAmHdTqZs20Mx5h-1oGZioLyjjChcQraQdtXxvyK3-Y794NpcQ7VM,Riyo Kadal,https://play-lh.googleusercontent.com/a/AATXAJyQIuku3dUyxidN4Zfb-I6pOT5q7eTtK1zyD1xs=mo,"Tolong diperbaiki bnyk kendala ni, saya sudah vaksin sertifikat pun sudah muncul tp warna tidak berubah masih ber warna merah Sedangkan temen saya tidak muncul sertifikat nya tapi sudah bewarna kuning Tolong arahan ny",2,0,4.0.5,2021-11-28 08:28:49,"Halo,
Mohon maaf atas ketidaknyamanannya. Harap lengkapi data diri Anda di profil akun. Jika sudah divaksin, pastikan status Anda tercantum 'sudah vaksin' di menu 'Status vaksin & Tes Covid-19' dan hasil tes Covid-19 terakhir Anda negatif serta tidak kontak erat dengan individu yang sedang positif Covid-19. Jika terkendala, hubungi 119 ext. 9",2021-11-29 09:59:01,most_relevant,com.telkom.tracencare
gp:AOqpTOEhCPZiln7aJNxNhMYr3XsxLseJCnCziHTdWE07XFdTyO6KZL7zF4GN3G-JNKMjQtepdtpapRUMGyQ4UyU,Trisyana Septianingtyas,https://play-lh.googleusercontent.com/a-/AOh14Gh3EA6443MST61MFtyf0yX3PvxDKU6wvfABbETyoQ,"Nangis banget udah lama vaksin 2× pas di cek sertifikatnya ga ada terus udah gitu pas di pencet (lihat sertifikat anda) langsung keluar apknya, ini apknya tolong dong di benerin jangan di diemin aja temen ku juga begitu.",2,2,4.0.5,2021-11-25 15:23:46,"Halo Kak, Mohon maaf atas ketidaknyamanan Anda. Harap pastikan Anda sudah melakukan registrasi dan melengkapi profil Anda. Jika sudah, sertifikat vaksin dapat di cek pada menu 'Sertifikat Vaksin' di halaman utama aplikasi. Jika terkendala silakan hubungi pelayanan vaksinasi 119 ext. 9 atau email ke sertifikat@pedulilindungi.id. Terimakasih",2021-11-25 19:05:58,most_relevant,com.telkom.tracencare
gp:AOqpTOH7dd2MYrKR2Y4ESPW3nGwREYN61gudWzwP_5_BnyZ5SpQQicpGvEmqeDoc0QTLxykINNLtLDM8YCq58EI,Nur Yati,https://play-lh.googleusercontent.com/a/AATXAJzn_E9It5Lqj101CPtpZQkhOeB7CUwh4pN2mq-c=mo,"Kenapa ga bisa daftar maupun log in Padahal pakai wifi baru buka aplikasinya aja udah ""coba beberapa saat lagi"" Bikin aplikasi yang bener tanggapi keluhan dan perbaiki jangan cuman minta maaf Maaf itu gampang tapi kalo ga ada tanggapan perbaikan percuma",2,2,4.0.5,2021-11-23 18:49:27,"Halo Nur Yati,
Kami mohon maaf atas ketidaknyamanan Anda.
Sebagai alternatif, Anda dapat melakukan registrasi akun melalui website pedulilindungi.id.
Jika masih terkendala, harap kirimkan email ke pedulilindungi@kominfo.go.id.
Terima kasih.
Stay healthy",2021-11-23 19:41:31,most_relevant,com.telkom.tracencare
gp:AOqpTOFSAw_mwQj1iXuurjQXqDnXM2XszXdwxeuiEZHMlOdQ2fDttOUmzPrswi67gOARt9-bxjsR4dGgtiaFhYs,Lailatul Hikma roniawan,https://play-lh.googleusercontent.com/a-/AOh14GhcxJFZr3ExVo5nQGmAjQAMxNysF9U5lKBs4TVc,Kenapa sih aplikasi ini aku buka ga bisa2 di hp aku ada apakah dg aplikasi ini SDH aku perbarui ber x x ttp ga bisa di buka pingin pergi jadi gagal karena ga bisa buka aplikasi ini,2,0,4.0.5,2021-11-25 19:58:47,"Halo Lailatul Hikma roniawan,
Kami mohon maaf atas ketidaknyamanan Anda. Harap pastikan Anda menggunakan Android versi diatas 7.0 untuk performansi aplikasi yang lebih optimal. Jika masih terkendala, mohon kirimkan email ke pedulilindungi@kominfo.go.id.
Terima kasih
",2021-11-26 10:42:10,most_relevant,com.telkom.tracencare
gp:AOqpTOEdhFmZxtccSZ_QKKGRPg1bQxLBhZA2NYMwzvgga6NX0pXC9X1zKz9A_wnsJF6qOpV1w6yOZXdsgjs-ANs,Atik Farida,https://play-lh.googleusercontent.com/a/AATXAJwu_WmPWJvJUx_nQgKr6lVKoPn0G8smn8yCOqNq=mo,"Saya kasih 2 smntra, soal nya saya mau lihat sertivikat ngk bisa. Masak muncul suruh lengkapi data terus. Pdhl kan udh tak lengkapi tapi ttp gk bisa",2,0,4.0.5,2021-11-27 13:08:08,"Halo Farida,

Mohon maaf atas ketidaknyamanannya.
Sebelumnya, harap pastikan data profil Anda sudah terisi lengkap. Anda dapat melengkapi data profil melalui aplikasi dengan mengetuk nama Anda atau pada website pedulilindungi.id. Jika masih terkendala, kirimkan email ke pedulilindungi@kominfo.go.id.

Terima kasih",2021-11-29 11:02:45,most_relevant,com.telkom.tracencare
gp:AOqpTOG3c4i5DB0iZ6rdIiA75rAQd6sudichzkz8BZKQDvYAdt7rV3aYfqfX1FX921l4jUyRpAZ7Ib4K7juCqEI,Helen Dana.P,https://play-lh.googleusercontent.com/a/AATXAJxRjBeOUkfpcpeT48gscRjVJhbJt-VzoMwLdhlM=mo,Bagaimana cara isi data jika sudah vaksin di luar negeri? Kan harus pakai no passport. Karena daftar pakai NIK dianggap belum pernah vaksin di indonesia,2,0,4.0.5,2021-11-29 11:22:27,"Halo Helen Dana.P,

Terkait verifikasi vaksin yang dilakukan di luar negeri, mohon lakukan pendaftaran melalui website vaksinln.dto.kemkes.go.id. Anda dapat mengirimkan email ke vni@dto.kemkes.go.id jika memiliki pertanyaan terkait vaksinasi yang dilakukan di luar Indonesia.

Terima kasih.

Stay healthy",2021-11-29 16:19:04,most_relevant,com.telkom.tracencare
gp:AOqpTOGTNPwQWBzpUcbp6fh7GMhkE1hFeAd2nhv1xRs4Bnh_unzutFpp0NEhE8rhDo4np-UEnM5UYtmUGDW3bNo,Sunshine Sunshine,https://play-lh.googleusercontent.com/a/AATXAJw5tJmh7XsmbejAz_CdCybWYjlpmaZEz3CDeiZ_=mo,"Hai kak, aku udah download peduli lindungi untuk lihat sertifikat Vaksinasi, tapi kok sertifikanya nggak muncul ya, tapi keterangannya kalau aku udah vaksin itu ada.",2,2,4.0.5,2021-11-24 13:56:59,"Halo Kak, Mohon maaf atas ketidaknyamanan Anda. Harap pastikan Anda sudah melakukan registrasi dan melengkapi profil Anda. Jika sudah, sertifikat vaksin dapat di cek pada menu 'Sertifikat Vaksin' di halaman utama aplikasi. Jika terkendala silakan hubungi pelayanan vaksinasi 119 ext. 9 atau email ke sertifikat@pedulilindungi.id. Terimakasih",2021-11-24 20:23:26,most_relevant,com.telkom.tracencare
gp:AOqpTOHn7J0fKpqE5RrojjcMN8Xu81fJcjkJ7bAJ0Pm1T_hR-l-zJso4c9hF4Ejr2rWF8YXgFuQGQxdejYZhPmQ,Aliansyah wardono,https://play-lh.googleusercontent.com/a-/AOh14Ghdy7O0jaLrf6nCEcGBLr5sWca_eMzJcIjw4Vb1xQ,"Kenapa di kolom tanggal lahir harus di mundurin terus sampai pada bulan dan tahun lahirnya ? Ga bs dibuat simpel ketik langsung atau gimana, ga bayangin yg umurnya diatas 50 tahun harus pencetin sampe 50x12 = 600x ?? Trus kenapa setelah donlot aplikasi ini hape jadi lemot sekali ya ? Sebelumnya tdk pernah masalah dengan hape saya, tetapi setelah pake aplikasi ini jadi lambat performa nya.. tolong perlu diperbaiki apps nya .. jelek sekali",2,3,4.0.2,2021-11-23 13:34:15,"Halo Aliansyah wardono,
Mohon maaf atas ketidaknyamanan Anda.
Pegisian tanggal lahir dapat dilakukan dengan mengetuk 'Tahun' lalu scroll untuk memilih tahun kelahiran Anda, 'Bulan', serta 'Tanggal' lalu simpan. Jika masih terkendala, kirimkan screenshot/capture ke email pedulilindungi@kominfo.go.id
Terima kasih
Stay healthy
",2021-11-23 15:46:47,most_relevant,com.telkom.tracencare
gp:AOqpTOFN1OfyHrJuz84ThR1rsdvCcOXUd_zXlqfLbw_ZB5MHEKlMjmwR561ifqAbouXzfuBoEf_GS_MC5x8abzM,Kurniadi Adi,https://play-lh.googleusercontent.com/a/AATXAJxZl8DfpCD5zwI_tV_zlpTfjxnb94IvSoHvNI8A=mo,Alhamdulillah...kartu vaksin yang pernama udah keliatan lagi di amplikasi pedulilindung tinggal yang ke dua pak yang belum keluar tolong di bantu supaya kartu vaksin yg kedua bisa tampak lagi di Amplikaii...ini..seperti sedia kala. .sebelumnya ssya bsnyak mengucapkan bnyk terimakasii..saat ini amplikssi ini sangaaat membantu bangeet bagi kamiii....,2,2,4.0.5,2021-11-24 08:47:53,"Halo Kurniadi Adi,
Kami mohon maaf atas ketidaknyamanan Anda.
Kami akan terus berupaya memberikan informasi seakurat mungkin, serta senantiasa memperbaiki performansi aplikasi ini agar lebih mudah digunakan dan kami sangat menghargai kesabaran Anda dalam menunggu perbaikan yang dirilis selanjutnya.
Stay Healthy
",2021-11-24 15:35:31,most_relevant,com.telkom.tracencare
gp:AOqpTOEiRwucvU6HawSRxZSiddUibCHOgwRCVMVa61K5jkpvq67pjuWBrriBymv7YpKFR_sD8FrZ4PhqGgtljg8,Komaruddin,https://play-lh.googleusercontent.com/a-/AOh14GinDekj8d910BhCEflVnjlSB-eCXy_CRF4nkRftYkw,"Kenapa 1 NIK yang sama bisa terdaftar di 2 akun yang berbeda? Yang 1 daftar menggunakan alamat email, yang lainnya daftar menggunakan nomor telepon",2,0,4.0.5,2021-11-30 23:53:25,"Halo Komaruddin,

Sebelumnya kami mohon maaf atas ketidaknyamanan Anda dalam menggunakan aplikasi PeduliLindungi.
Terkait permasalahan yang berkaitan dengan aplikasi, Anda dapat menghubungi kami melalui email pedulilindungi@kominfo.go.id.

Mohon lampirkan juga capture/screenshot dari kendala yang Anda temukan.

Terima kasih.

Stay Healthy",2021-12-01 10:30:57,most_relevant,com.telkom.tracencare
